"Freq [GHz]","Y(1,1) [mSie]"
5.9748743718593,3.52416860301026e-05 + 0.355971211619311i
5.98994974874372,5.69948402982836e-05 + 0.37049755527493i
6.00502512562814,0.000100701099845939 + 0.386754038699096i
6.02010050251256,0.00021366897643348 + 0.407050653934633i
6.03517587939699,0.000687856288726409 + 0.440840722154997i
6.05025125628141,0.0137445724325098 + 0.626770552335649i
6.06532663316583,0.00236121138737631 + 0.320041845942441i
6.08040201005025,0.000412724541195674 + 0.385781380270991i
6.09547738693467,0.000166563202781438 + 0.411430367538575i
6.1105527638191,9.00275086475411e-05 + 0.429387574800546i
6.12562814070352,5.6553861825853e-05 + 0.444536561015291i
6.14070351758794,3.89432574275945e-05 + 0.458339688810219i
6.15577889447236,2.85309232669792e-05 + 0.471387610393689i
6.17085427135678,2.18571361062298e-05 + 0.483964617759381i
6.18592964824121,1.73186533293131e-05 + 0.496224520361478i
6.20100502512563,1.40891667695796e-05 + 0.508257837953071i
6.21608040201005,1.17073087702176e-05 + 0.520121348248053i
6.23115577889447,9.89884569053412e-06 + 0.531852494106926i
6.24623115577889,8.49236575681228e-06 + 0.543476989236027i
6.26130653266332,7.37620219260116e-06 + 0.555013095234688i
6.27638190954774,6.47504590587639e-06 + 0.56647415404956i
6.29145728643216,5.73659081501143e-06 + 0.577870153212713i
6.30653266331658,5.12357579241233e-06 + 0.58920872905322i
6.321608040201,4.60886595319633e-06 + 0.600495830032715i
6.33668341708543,4.17231482704839e-06 + 0.611736167365744i
6.35175879396985,3.79870626951696e-06 + 0.6229335284717i
6.36683417085427,3.47637119248537e-06 + 0.634090999621811i
6.38190954773869,3.19623735999219e-06 + 0.645211127059608i
6.39698492462312,2.95116386093061e-06 + 0.656296035559427i
6.41206030150754,2.73546664803684e-06 + 0.667347516988487i
6.42713567839196,2.54457493689166e-06 + 0.678367097369987i
6.44221105527638,2.37477871077452e-06 + 0.689356088300504i
6.4572864321608,2.22304070368592e-06 + 0.700315626821872i
6.47236180904523,2.08685470286706e-06 + 0.711246706664021i
6.48743718592965,1.96413753038159e-06 + 0.722150202962482i
6.50251256281407,1.85314588694426e-06 + 0.733026891987953i
6.51758793969849,1.75241169264992e-06 + 0.743877467024734i
6.53266331658291,1.66069135540273e-06 + 0.754702551248051i
6.54773869346734,1.57692565264157e-06 + 0.765502708242471i
6.56281407035176,1.50020774625294e-06 + 0.776278450651127i
6.57788944723618,1.42975753663203e-06 + 0.787030247332656i
6.5929648241206,1.36490085949769e-06 + 0.797758529318302i
6.60804020100502,1.30505265589258e-06 + 0.808463694797924i
6.62311557788945,1.24970310615413e-06 + 0.819146113315095i
6.63819095477387,1.19840628260082e-06 + 0.829806129314269i
6.65326633165829,1.15077072192715e-06 + 0.84044406515419i
6.66834170854271,1.10645161489722e-06 + 0.851060223679272i
6.68341708542714,1.06514422646215e-06 + 0.861654890423071i
6.69849246231156,1.02657844298553e-06 + 0.872228335504152i
6.71356783919598,9.90514102229181e-07 + 0.882780815263524i
6.7286432160804,9.56737113408994e-07 + 0.893312573684119i
6.74371859296483,9.25056067563376e-07 + 0.903823843625603i
6.75879396984925,8.95299454214019e-07 + 0.914314847902221i
6.77386934673367,8.67313159781046e-07 + 0.924785800226636i
6.78894472361809,8.40958434144632e-07 + 0.935236906038997i
6.80402010050251,8.16110037014634e-07 + 0.945668363237387i
6.81909547738694,7.92654698421942e-07 + 0.956080362823228i
6.83417085427136,7.70489777173066e-07 + 0.966473089473123i
6.84924623115578,7.49522063536164e-07 + 0.976846722046901i
6.8643216080402,7.29666740619902e-07 + 0.987201434040136i
6.87939698492462,7.10846520418867e-07 + 0.997537393988241i
6.89447236180905,6.92990826846257e-07 + 1.00785476582819i
6.90954773869347,6.76035109983265e-07 + 1.01815370922308i
6.92462311557789,6.59920246613831e-07 + 1.02843437985403i
6.93969849246231,6.44591971454823e-07 + 1.0386969296833i
6.95477386934673,6.30000450086832e-07 + 1.04894150719191i
6.96984924623116,6.16099787701692e-07 + 1.05916825759487i
6.98492462311558,6.02847712779263e-07 + 1.06937732303628i
7,5.90205212253278e-07 + 1.0795688427668i
