"Freq [GHz]","Y(1,1) [mSie]"
5.4321608040201,1.92410093568156e-06 + 0.466129409768952i
5.44723618090452,2.00943873513447e-06 + 0.481454713417411i
5.46231155778894,2.0808182910268e-06 + 0.497088025692341i
5.47738693467337,2.12113573487219e-06 + 0.513263995441369i
5.49246231155779,2.09468506255588e-06 + 0.530503258260152i
5.50753768844221,1.92117946968065e-06 + 0.550244187436225i
5.52261306532663,1.46237071074177e-06 + 0.578477547763409i
5.53768844221106,1.83999797891722e-05 + 0.712546046301164i
5.55276381909548,1.56287428904072e-05 + 0.522044102421234i
5.5678391959799,8.75115848197474e-06 + 0.567276422495441i
5.58291457286432,7.7452160387365e-06 + 0.58992578869427i
5.59798994974874,7.67832163754411e-06 + 0.608118896555457i
5.61306532663317,7.97967147674076e-06 + 0.624682851403483i
5.62814070351759,8.50911822926874e-06 + 0.640478345145517i
5.64321608040201,9.22887796649668e-06 + 0.655859847000664i
5.65829145728643,1.01395167911273e-05 + 0.671003810559132i
5.67336683417085,1.12631125272691e-05 + 0.686011848975805i
5.68844221105528,1.26395364849243e-05 + 0.700950773975755i
5.7035175879397,1.43282726016751e-05 + 0.715870839520143i
5.71859296482412,1.64142212052852e-05 + 0.730815448607671i
5.73366834170854,1.90181439524944e-05 + 0.745827400205762i
5.74874371859297,2.2314101264927e-05 + 0.760954031340755i
5.76381909547739,2.65586951594338e-05 + 0.776252725428853i
5.77889447236181,3.21416012209252e-05 + 0.791798205573317i
5.79396984924623,3.96767385641266e-05 + 0.807693647430193i
5.80904522613065,5.01759292872016e-05 + 0.824089290729768i
5.82412060301508,6.54025883026398e-05 + 0.84121611734507i
5.8391959798995,8.86549566376518e-05 + 0.859451810119043i
5.85427135678392,0.000126697344214611 + 0.879462633324056i
5.86934673366834,0.000195258016805867 + 0.902548052730016i
5.88442211055276,0.000338222968720395 + 0.931632475071141i
5.89949748743719,0.000719862810520352 + 0.974968499959215i
5.91457286432161,0.00243947760857011 + 1.06844094776862i
5.92964824120603,0.0921040876447969 + 1.98092383418803i
5.94472361809045,0.00537308394996689 + 0.658866310153845i
5.95979899497487,0.00107025421356556 + 0.816217997042761i
5.9748743718593,0.000441800148047055 + 0.870855614613649i
5.98994974874372,0.000237996908870257 + 0.903703595057281i
6.00502512562814,0.000146419365285549 + 0.928348313796732i
6.02010050251256,9.61843805484751e-05 + 0.949023511349933i
6.03517587939699,6.25467584130394e-05 + 0.967499330659077i
6.05025125628141,2.78741518495991e-05 + 0.984893833247163i
6.06532663316583,0.000103997236661375 + 0.999984375918993i
6.08040201005025,5.44774888140616e-05 + 1.01571558144571i
6.09547738693467,4.084652315751e-05 + 1.03074101219187i
6.1105527638191,3.29968545131261e-05 + 1.04536831555823i
6.12562814070352,2.75887135842278e-05 + 1.05969976167763i
6.14070351758794,2.35693083366127e-05 + 1.07379801038747i
6.15577889447236,2.04524630142192e-05 + 1.08770664278238i
6.17085427135678,1.79665031558478e-05 + 1.1014575701494i
6.18592964824121,1.59422452825397e-05 + 1.1150748896247i
6.20100502512563,1.426690779403e-05 + 1.12857721194691i
6.21608040201005,1.28617233486453e-05 + 1.14197917381316i
6.23115577889447,1.16697703853979e-05 + 1.15529246496302i
6.24623115577889,1.06488140400788e-05 + 1.1685265477173i
6.26130653266332,9.76684281894927e-06 + 1.18168917334026i
6.27638190954774,8.99916067073918e-06 + 1.19478676000975i
6.29145728643216,8.32642567700602e-06 + 1.20782467421083i
6.30653266331658,7.73328959039021e-06 + 1.22080744335864i
6.321608040201,7.20743195719628e-06 + 1.2337389185916i
6.33668341708543,6.73886059070609e-06 + 1.2466224009023i
6.35175879396985,6.31939633482413e-06 + 1.25946073992245i
6.36683417085427,5.94228770095849e-06 + 1.27225641205727i
6.38190954773869,5.60191889867163e-06 + 1.28501158284854i
